[SYS] 2024/11/06 - 14:38:09 | One API v0.6.7 started 
[SYS] 2024/11/06 - 14:38:57 | batch update finished 
[SYS] 2024/11/06 - 14:39:07 | batch update started 
[SYS] 2024/11/06 - 14:39:07 | batch update finished 
[SYS] 2024/11/06 - 14:39:17 | batch update started 
[SYS] 2024/11/06 - 14:39:17 | batch update finished 
[SYS] 2024/11/06 - 14:39:27 | batch update started 
[SYS] 2024/11/06 - 14:39:27 | batch update finished 
[SYS] 2024/11/06 - 14:39:37 | batch update started 
[SYS] 2024/11/06 - 14:39:37 | batch update finished 
[SYS] 2024/11/06 - 14:39:47 | batch update started 
[SYS] 2024/11/06 - 14:39:47 | batch update finished 
[SYS] 2024/11/06 - 14:39:57 | batch update started 
[SYS] 2024/11/06 - 14:39:57 | batch update finished 
[SYS] 2024/11/06 - 14:40:07 | batch update started 
[SYS] 2024/11/06 - 14:40:07 | batch update finished 
[SYS] 2024/11/06 - 14:40:17 | batch update started 
[SYS] 2024/11/06 - 14:40:17 | batch update finished 
[SYS] 2024/11/06 - 14:40:27 | batch update started 
[SYS] 2024/11/06 - 14:40:27 | batch update finished 
[SYS] 2024/11/06 - 14:40:37 | batch update started 
[SYS] 2024/11/06 - 14:40:37 | batch update finished 
[SYS] 2024/11/06 - 14:40:47 | batch update started 
[SYS] 2024/11/06 - 14:40:47 | batch update finished 
[SYS] 2024/11/06 - 14:40:57 | batch update started 
[SYS] 2024/11/06 - 14:40:57 | batch update finished 
[SYS] 2024/11/06 - 14:41:07 | batch update started 
[SYS] 2024/11/06 - 14:41:07 | batch update finished 
[SYS] 2024/11/06 - 14:41:17 | batch update started 
[SYS] 2024/11/06 - 14:41:17 | batch update finished 
[SYS] 2024/11/06 - 14:41:27 | batch update started 
[SYS] 2024/11/06 - 14:41:27 | batch update finished 
[SYS] 2024/11/06 - 14:41:37 | batch update started 
[SYS] 2024/11/06 - 14:41:37 | batch update finished 
[SYS] 2024/11/06 - 14:41:47 | batch update started 
[SYS] 2024/11/06 - 14:41:47 | batch update finished 
[SYS] 2024/11/06 - 14:41:57 | batch update started 
[SYS] 2024/11/06 - 14:41:57 | batch update finished 
[SYS] 2024/11/06 - 14:42:07 | batch update started 
[SYS] 2024/11/06 - 14:42:07 | batch update finished 
[SYS] 2024/11/06 - 14:42:17 | batch update started 
[SYS] 2024/11/06 - 14:42:17 | batch update finished 
[SYS] 2024/11/06 - 14:42:27 | batch update started 
[SYS] 2024/11/06 - 14:42:27 | batch update finished 
[SYS] 2024/11/06 - 14:42:37 | batch update started 
[SYS] 2024/11/06 - 14:42:37 | batch update finished 
[SYS] 2024/11/06 - 14:42:47 | batch update started 
[SYS] 2024/11/06 - 14:42:47 | batch update finished 
[SYS] 2024/11/06 - 14:42:57 | batch update started 
[SYS] 2024/11/06 - 14:42:57 | batch update finished 
[SYS] 2024/11/06 - 14:43:07 | batch update started 
[SYS] 2024/11/06 - 14:43:07 | batch update finished 
[SYS] 2024/11/06 - 14:43:17 | batch update started 
[SYS] 2024/11/06 - 14:43:17 | batch update finished 
[SYS] 2024/11/06 - 14:43:27 | batch update started 
[SYS] 2024/11/06 - 14:43:27 | batch update finished 
[SYS] 2024/11/06 - 14:43:37 | batch update started 
[SYS] 2024/11/06 - 14:43:37 | batch update finished 
[SYS] 2024/11/06 - 14:43:47 | batch update started 
[SYS] 2024/11/06 - 14:43:47 | batch update finished 
[SYS] 2024/11/06 - 14:43:57 | batch update started 
[SYS] 2024/11/06 - 14:43:57 | batch update finished 
[SYS] 2024/11/06 - 14:44:07 | batch update started 
[SYS] 2024/11/06 - 14:44:07 | batch update finished 
[SYS] 2024/11/06 - 14:44:17 | batch update started 
[SYS] 2024/11/06 - 14:44:17 | batch update finished 
[SYS] 2024/11/06 - 14:44:27 | batch update started 
[SYS] 2024/11/06 - 14:44:27 | batch update finished 
[SYS] 2024/11/06 - 14:44:37 | batch update started 
[SYS] 2024/11/06 - 14:44:37 | batch update finished 
[SYS] 2024/11/06 - 14:44:47 | batch update started 
[SYS] 2024/11/06 - 14:44:47 | batch update finished 
[SYS] 2024/11/06 - 14:44:57 | batch update started 
[SYS] 2024/11/06 - 14:44:57 | batch update finished 
[SYS] 2024/11/06 - 14:45:07 | batch update started 
[SYS] 2024/11/06 - 14:45:07 | batch update finished 
[SYS] 2024/11/06 - 14:45:17 | batch update started 
[SYS] 2024/11/06 - 14:45:17 | batch update finished 
[SYS] 2024/11/06 - 14:45:27 | batch update started 
[SYS] 2024/11/06 - 14:45:27 | batch update finished 
[SYS] 2024/11/06 - 14:45:37 | batch update started 
[SYS] 2024/11/06 - 14:45:37 | batch update finished 
[SYS] 2024/11/06 - 14:45:47 | batch update started 
[SYS] 2024/11/06 - 14:45:47 | batch update finished 
[SYS] 2024/11/06 - 14:45:57 | batch update started 
[SYS] 2024/11/06 - 14:45:57 | batch update finished 
[SYS] 2024/11/06 - 14:46:07 | batch update started 
[SYS] 2024/11/06 - 14:46:07 | batch update finished 
[SYS] 2024/11/06 - 14:46:17 | batch update started 
[SYS] 2024/11/06 - 14:46:17 | batch update finished 
[SYS] 2024/11/06 - 14:46:27 | batch update started 
[SYS] 2024/11/06 - 14:46:27 | batch update finished 
[SYS] 2024/11/06 - 14:46:37 | batch update started 
[SYS] 2024/11/06 - 14:46:37 | batch update finished 
[SYS] 2024/11/06 - 14:46:47 | batch update started 
[SYS] 2024/11/06 - 14:46:47 | batch update finished 
[SYS] 2024/11/06 - 14:46:57 | batch update started 
[SYS] 2024/11/06 - 14:46:57 | batch update finished 
[SYS] 2024/11/06 - 14:47:07 | batch update started 
[SYS] 2024/11/06 - 14:47:07 | batch update finished 
[SYS] 2024/11/06 - 14:47:17 | batch update started 
[SYS] 2024/11/06 - 14:47:17 | batch update finished 
[SYS] 2024/11/06 - 14:47:27 | batch update started 
[SYS] 2024/11/06 - 14:47:27 | batch update finished 
[SYS] 2024/11/06 - 14:47:37 | batch update started 
[SYS] 2024/11/06 - 14:47:37 | batch update finished 
[SYS] 2024/11/06 - 14:47:47 | batch update started 
[SYS] 2024/11/06 - 14:47:47 | batch update finished 
[SYS] 2024/11/06 - 14:47:57 | batch update started 
[SYS] 2024/11/06 - 14:47:57 | batch update finished 
[SYS] 2024/11/06 - 14:48:07 | batch update started 
[SYS] 2024/11/06 - 14:48:07 | batch update finished 
[SYS] 2024/11/06 - 14:48:17 | syncing options from database 
[SYS] 2024/11/06 - 14:48:17 | syncing channels from database 
[SYS] 2024/11/06 - 14:48:17 | channels synced from database 
[SYS] 2024/11/06 - 14:48:17 | batch update started 
[SYS] 2024/11/06 - 14:48:17 | batch update finished 
[SYS] 2024/11/06 - 14:48:27 | batch update started 
[SYS] 2024/11/06 - 14:48:27 | batch update finished 
[SYS] 2024/11/06 - 14:48:37 | batch update started 
[SYS] 2024/11/06 - 14:48:37 | batch update finished 
[SYS] 2024/11/06 - 14:48:47 | batch update started 
[SYS] 2024/11/06 - 14:48:47 | batch update finished 
[SYS] 2024/11/06 - 14:48:58 | batch update started 
[SYS] 2024/11/06 - 14:48:58 | batch update finished 
[SYS] 2024/11/06 - 14:49:08 | batch update started 
[SYS] 2024/11/06 - 14:49:08 | batch update finished 
[SYS] 2024/11/06 - 14:49:18 | batch update started 
[SYS] 2024/11/06 - 14:49:18 | batch update finished 
[SYS] 2024/11/06 - 14:49:28 | batch update started 
[SYS] 2024/11/06 - 14:49:28 | batch update finished 
[SYS] 2024/11/06 - 14:49:38 | batch update started 
[SYS] 2024/11/06 - 14:49:38 | batch update finished 
[SYS] 2024/11/06 - 14:49:48 | batch update started 
[SYS] 2024/11/06 - 14:49:48 | batch update finished 
[SYS] 2024/11/06 - 14:49:58 | batch update started 
[SYS] 2024/11/06 - 14:49:58 | batch update finished 
[SYS] 2024/11/06 - 14:50:08 | batch update started 
[SYS] 2024/11/06 - 14:50:08 | batch update finished 
[SYS] 2024/11/06 - 14:50:18 | batch update started 
[SYS] 2024/11/06 - 14:50:18 | batch update finished 
[SYS] 2024/11/06 - 14:50:28 | batch update started 
[SYS] 2024/11/06 - 14:50:28 | batch update finished 
[SYS] 2024/11/06 - 14:50:38 | batch update started 
[SYS] 2024/11/06 - 14:50:38 | batch update finished 
[SYS] 2024/11/06 - 14:50:48 | batch update started 
[SYS] 2024/11/06 - 14:50:48 | batch update finished 
[SYS] 2024/11/06 - 14:50:58 | batch update started 
[SYS] 2024/11/06 - 14:50:58 | batch update finished 
[SYS] 2024/11/06 - 14:51:08 | batch update started 
[SYS] 2024/11/06 - 14:51:08 | batch update finished 
[SYS] 2024/11/06 - 14:51:18 | batch update started 
[SYS] 2024/11/06 - 14:51:18 | batch update finished 
[SYS] 2024/11/06 - 14:51:28 | batch update started 
[SYS] 2024/11/06 - 14:51:28 | batch update finished 
[SYS] 2024/11/06 - 14:51:38 | batch update started 
[SYS] 2024/11/06 - 14:51:38 | batch update finished 
[SYS] 2024/11/06 - 14:51:48 | batch update started 
[SYS] 2024/11/06 - 14:51:48 | batch update finished 
[SYS] 2024/11/06 - 14:51:58 | batch update started 
[SYS] 2024/11/06 - 14:51:58 | batch update finished 
[SYS] 2024/11/06 - 14:52:08 | batch update started 
[SYS] 2024/11/06 - 14:52:08 | batch update finished 
[SYS] 2024/11/06 - 14:52:18 | batch update started 
[SYS] 2024/11/06 - 14:52:18 | batch update finished 
[SYS] 2024/11/06 - 14:52:28 | batch update started 
[SYS] 2024/11/06 - 14:52:28 | batch update finished 
[SYS] 2024/11/06 - 14:52:38 | batch update started 
[SYS] 2024/11/06 - 14:52:38 | batch update finished 
[SYS] 2024/11/06 - 14:52:48 | batch update started 
[SYS] 2024/11/06 - 14:52:48 | batch update finished 
[SYS] 2024/11/06 - 14:52:58 | batch update started 
[SYS] 2024/11/06 - 14:52:58 | batch update finished 
[SYS] 2024/11/06 - 14:53:08 | batch update started 
[SYS] 2024/11/06 - 14:53:08 | batch update finished 
[SYS] 2024/11/06 - 14:53:18 | batch update started 
[SYS] 2024/11/06 - 14:53:18 | batch update finished 
[SYS] 2024/11/06 - 14:53:28 | batch update started 
[SYS] 2024/11/06 - 14:53:28 | batch update finished 
[SYS] 2024/11/06 - 14:53:38 | batch update started 
[SYS] 2024/11/06 - 14:53:38 | batch update finished 
[SYS] 2024/11/06 - 14:53:48 | batch update started 
[SYS] 2024/11/06 - 14:53:48 | batch update finished 
[SYS] 2024/11/06 - 14:53:58 | batch update started 
[SYS] 2024/11/06 - 14:53:58 | batch update finished 
[SYS] 2024/11/06 - 14:54:08 | batch update started 
[SYS] 2024/11/06 - 14:54:08 | batch update finished 
[SYS] 2024/11/06 - 14:54:18 | batch update started 
[SYS] 2024/11/06 - 14:54:18 | batch update finished 
[SYS] 2024/11/06 - 14:54:28 | batch update started 
[SYS] 2024/11/06 - 14:54:28 | batch update finished 
[SYS] 2024/11/06 - 14:54:38 | batch update started 
[SYS] 2024/11/06 - 14:54:38 | batch update finished 
[SYS] 2024/11/06 - 14:54:48 | batch update started 
[SYS] 2024/11/06 - 14:54:48 | batch update finished 
[SYS] 2024/11/06 - 14:54:58 | batch update started 
[SYS] 2024/11/06 - 14:54:58 | batch update finished 
[SYS] 2024/11/06 - 14:55:08 | batch update started 
[SYS] 2024/11/06 - 14:55:08 | batch update finished 
[SYS] 2024/11/06 - 14:55:18 | batch update started 
[SYS] 2024/11/06 - 14:55:18 | batch update finished 
[SYS] 2024/11/06 - 14:55:28 | batch update started 
[SYS] 2024/11/06 - 14:55:28 | batch update finished 
[SYS] 2024/11/06 - 14:55:38 | batch update started 
[SYS] 2024/11/06 - 14:55:38 | batch update finished 
[SYS] 2024/11/06 - 14:55:48 | batch update started 
[SYS] 2024/11/06 - 14:55:48 | batch update finished 
[SYS] 2024/11/06 - 14:55:58 | batch update started 
[SYS] 2024/11/06 - 14:55:58 | batch update finished 
[SYS] 2024/11/06 - 14:56:08 | batch update started 
[SYS] 2024/11/06 - 14:56:08 | batch update finished 
[SYS] 2024/11/06 - 14:56:18 | batch update started 
[SYS] 2024/11/06 - 14:56:18 | batch update finished 
[SYS] 2024/11/06 - 14:56:28 | batch update started 
[SYS] 2024/11/06 - 14:56:28 | batch update finished 
[SYS] 2024/11/06 - 14:56:38 | batch update started 
[SYS] 2024/11/06 - 14:56:38 | batch update finished 
[SYS] 2024/11/06 - 14:56:48 | batch update started 
[SYS] 2024/11/06 - 14:56:48 | batch update finished 
[GIN] 2024/11/06 - 14:56:55 | 2024110614565515942430914553039 | 200 |   37.270672ms |    192.168.65.1 |     GET /
[GIN] 2024/11/06 - 14:56:55 | 2024110614565542075340222608795 | 200 |   79.014137ms |    192.168.65.1 |     GET /static/js/main.6bc79654.js
[GIN] 2024/11/06 - 14:56:55 | 2024110614565542156433920876441 | 200 |  110.476603ms |    192.168.65.1 |     GET /static/css/main.54631fc9.css
[GIN] 2024/11/06 - 14:56:57 | 2024110614565732402938510559498 | 200 |     507.542µs |    192.168.65.1 |     GET /static/js/832.ab3d9d10.chunk.js
[GIN] 2024/11/06 - 14:56:57 | 2024110614565732671012588775390 | 200 |     252.496µs |    192.168.65.1 |     GET /logo.png
[GIN] 2024/11/06 - 14:56:57 | 2024110614565737408255430106276 | 200 |    4.142519ms |    192.168.65.1 |     GET /static/media/icons.38c6d8bab26db77d8c80.woff2
[GIN] 2024/11/06 - 14:56:57 | 2024110614565737752515487631432 | 200 |     903.823µs |    192.168.65.1 |     GET /api/status
[GIN] 2024/11/06 - 14:56:57 | 2024110614565740112559728226154 | 200 |   18.043503ms |    192.168.65.1 |     GET /api/notice
[GIN] 2024/11/06 - 14:56:57 | 2024110614565740115086190221539 | 200 |   18.248388ms |    192.168.65.1 |     GET /api/home_page_content
[SYS] 2024/11/06 - 14:56:58 | batch update started 
[SYS] 2024/11/06 - 14:56:58 | batch update finished 
[GIN] 2024/11/06 - 14:56:59 | 2024110614565924985705826247551 | 200 |    7.962205ms |    192.168.65.1 |     GET /api/models
[GIN] 2024/11/06 - 14:56:59 | 2024110614565924984264373126303 | 200 |   30.295152ms |    192.168.65.1 |     GET /api/channel/?p=0
[GIN] 2024/11/06 - 14:57:02 | 2024110614570246008281190446938 | 200 |      386.51µs |    192.168.65.1 |     GET /api/group/
[GIN] 2024/11/06 - 14:57:02 | 2024110614570245830134297984096 | 200 |    3.638029ms |    192.168.65.1 |     GET /api/channel/models
[SYS] 2024/11/06 - 14:57:08 | batch update started 
[SYS] 2024/11/06 - 14:57:08 | batch update finished 
[SYS] 2024/11/06 - 14:57:18 | batch update started 
[SYS] 2024/11/06 - 14:57:18 | batch update finished 
[SYS] 2024/11/06 - 14:57:28 | batch update started 
[SYS] 2024/11/06 - 14:57:28 | batch update finished 
[SYS] 2024/11/06 - 14:57:38 | batch update started 
[SYS] 2024/11/06 - 14:57:38 | batch update finished 
[GIN] 2024/11/06 - 14:57:43 | 2024110614574354330383088532545 | 200 |   32.373924ms |    192.168.65.1 |    POST /api/channel/
[GIN] 2024/11/06 - 14:57:46 | 2024110614574615922958895450814 | 200 |    6.242204ms |    192.168.65.1 |     GET /api/token/?p=0&order=
[SYS] 2024/11/06 - 14:57:48 | batch update started 
[SYS] 2024/11/06 - 14:57:48 | batch update finished 
[GIN] 2024/11/06 - 14:57:49 | 2024110614574970415463816215438 | 200 |    1.218885ms |    192.168.65.1 |     GET /api/channel/?p=0
[GIN] 2024/11/06 - 14:57:49 | 2024110614574970644322527256581 | 200 |     833.624µs |    192.168.65.1 |     GET /api/models
[SYS] 2024/11/06 - 14:57:56 | {"messages":[{"role":"user","content":"hi"}],"model":"gpt-4o","max_tokens":2} 
[SYS] 2024/11/06 - 14:57:58 | batch update started 
[SYS] 2024/11/06 - 14:57:58 | batch update finished 
[GIN] 2024/11/06 - 14:58:01 | 2024110614575668554682037441111 | 200 |  4.896249747s |    192.168.65.1 |     GET /api/channel/test/3
[SYS] 2024/11/06 - 14:58:08 | batch update started 
[SYS] 2024/11/06 - 14:58:08 | batch update finished 
[SYS] 2024/11/06 - 14:58:17 | syncing options from database 
[SYS] 2024/11/06 - 14:58:17 | syncing channels from database 
[SYS] 2024/11/06 - 14:58:17 | channels synced from database 
[SYS] 2024/11/06 - 14:58:18 | batch update started 
[SYS] 2024/11/06 - 14:58:18 | batch update finished 
[GIN] 2024/11/06 - 14:58:20 | 2024110614582074632444834251996 | 200 |    1.192032ms |    192.168.65.1 |     GET /api/channel/3
[GIN] 2024/11/06 - 14:58:20 | 2024110614582075687570956743483 | 200 |     497.318µs |    192.168.65.1 |     GET /api/group/
[GIN] 2024/11/06 - 14:58:20 | 2024110614582075536902606833290 | 200 |    3.549784ms |    192.168.65.1 |     GET /api/channel/models
[GIN] 2024/11/06 - 14:58:26 | 2024110614582698000535916400640 | 200 |   15.228308ms |    192.168.65.1 |     PUT /api/channel/
[SYS] 2024/11/06 - 14:58:28 | batch update started 
[SYS] 2024/11/06 - 14:58:28 | batch update finished 
[GIN] 2024/11/06 - 14:58:30 | 20241106145830213968931329582 | 200 |    5.939843ms |    192.168.65.1 |     GET /api/channel/?p=0
[GIN] 2024/11/06 - 14:58:30 | 20241106145830305232843711066 | 200 |   21.466091ms |    192.168.65.1 |     GET /api/models
[GIN] 2024/11/06 - 14:58:32 | 2024110614583210502427694983646 | 200 |    1.211965ms |    192.168.65.1 |     GET /api/channel/3
[GIN] 2024/11/06 - 14:58:32 | 2024110614583210864370877753985 | 200 |     450.327µs |    192.168.65.1 |     GET /api/group/
[GIN] 2024/11/06 - 14:58:32 | 2024110614583210750704251113502 | 200 |    2.038811ms |    192.168.65.1 |     GET /api/channel/models
[GIN] 2024/11/06 - 14:58:34 | 2024110614583411422727535299642 | 200 |    1.295339ms |    192.168.65.1 |     GET /api/channel/?p=0
[GIN] 2024/11/06 - 14:58:34 | 2024110614583411636080899151409 | 200 |      761.37µs |    192.168.65.1 |     GET /api/models
[SYS] 2024/11/06 - 14:58:35 | {"messages":[{"role":"user","content":"hi"}],"model":"gpt-4o","max_tokens":2} 
[GIN] 2024/11/06 - 14:58:35 | 2024110614583555787605522239123 | 200 |  304.009021ms |    192.168.65.1 |     GET /api/channel/test/3
[SYS] 2024/11/06 - 14:58:38 | batch update started 
[SYS] 2024/11/06 - 14:58:38 | batch update finished 
[SYS] 2024/11/06 - 14:58:45 | {"messages":[{"role":"user","content":"hi"}],"model":"gpt-4o","max_tokens":2} 
[GIN] 2024/11/06 - 14:58:46 | 2024110614584598680889471600473 | 200 |  322.093281ms |    192.168.65.1 |     GET /api/channel/test/3
[SYS] 2024/11/06 - 14:58:48 | batch update started 
[SYS] 2024/11/06 - 14:58:48 | batch update finished 
[SYS] 2024/11/06 - 14:58:58 | batch update started 
[SYS] 2024/11/06 - 14:58:58 | batch update finished 
[SYS] 2024/11/06 - 14:59:08 | batch update started 
[SYS] 2024/11/06 - 14:59:08 | batch update finished 
[SYS] 2024/11/06 - 14:59:18 | batch update started 
[SYS] 2024/11/06 - 14:59:18 | batch update finished 
[SYS] 2024/11/06 - 14:59:28 | batch update started 
[SYS] 2024/11/06 - 14:59:28 | batch update finished 
[SYS] 2024/11/06 - 14:59:38 | batch update started 
[SYS] 2024/11/06 - 14:59:38 | batch update finished 
[SYS] 2024/11/06 - 14:59:48 | batch update started 
[SYS] 2024/11/06 - 14:59:48 | batch update finished 
[SYS] 2024/11/06 - 14:59:58 | batch update started 
[SYS] 2024/11/06 - 14:59:58 | batch update finished 
[SYS] 2024/11/06 - 15:00:08 | batch update started 
[SYS] 2024/11/06 - 15:00:08 | batch update finished 
[SYS] 2024/11/06 - 15:00:18 | batch update started 
[SYS] 2024/11/06 - 15:00:18 | batch update finished 
[SYS] 2024/11/06 - 15:00:28 | batch update started 
[SYS] 2024/11/06 - 15:00:28 | batch update finished 
[SYS] 2024/11/06 - 15:00:38 | batch update started 
[SYS] 2024/11/06 - 15:00:38 | batch update finished 
[SYS] 2024/11/06 - 15:00:48 | batch update started 
[SYS] 2024/11/06 - 15:00:48 | batch update finished 
[SYS] 2024/11/06 - 15:00:58 | batch update started 
[SYS] 2024/11/06 - 15:00:58 | batch update finished 
[SYS] 2024/11/06 - 15:01:08 | batch update started 
[SYS] 2024/11/06 - 15:01:08 | batch update finished 
[SYS] 2024/11/06 - 15:01:18 | batch update started 
[SYS] 2024/11/06 - 15:01:18 | batch update finished 
[SYS] 2024/11/06 - 15:01:28 | batch update started 
[SYS] 2024/11/06 - 15:01:28 | batch update finished 
[SYS] 2024/11/06 - 15:01:38 | batch update started 
[SYS] 2024/11/06 - 15:01:38 | batch update finished 
[SYS] 2024/11/06 - 15:01:48 | batch update started 
[SYS] 2024/11/06 - 15:01:48 | batch update finished 
[SYS] 2024/11/06 - 15:01:58 | batch update started 
[SYS] 2024/11/06 - 15:01:58 | batch update finished 
[SYS] 2024/11/06 - 15:02:08 | batch update started 
[SYS] 2024/11/06 - 15:02:08 | batch update finished 
[SYS] 2024/11/06 - 15:02:18 | batch update started 
[SYS] 2024/11/06 - 15:02:18 | batch update finished 
[SYS] 2024/11/06 - 15:02:28 | batch update started 
[SYS] 2024/11/06 - 15:02:28 | batch update finished 
[SYS] 2024/11/06 - 15:02:38 | batch update started 
[SYS] 2024/11/06 - 15:02:38 | batch update finished 
[SYS] 2024/11/06 - 15:02:48 | batch update started 
[SYS] 2024/11/06 - 15:02:48 | batch update finished 
[SYS] 2024/11/06 - 15:02:58 | batch update started 
[SYS] 2024/11/06 - 15:02:58 | batch update finished 
[SYS] 2024/11/06 - 15:03:08 | batch update started 
[SYS] 2024/11/06 - 15:03:08 | batch update finished 
[SYS] 2024/11/06 - 15:03:18 | batch update started 
[SYS] 2024/11/06 - 15:03:18 | batch update finished 
[SYS] 2024/11/06 - 15:03:28 | batch update started 
[SYS] 2024/11/06 - 15:03:28 | batch update finished 
[SYS] 2024/11/06 - 15:03:38 | batch update started 
[SYS] 2024/11/06 - 15:03:38 | batch update finished 
[SYS] 2024/11/06 - 15:03:48 | batch update started 
[SYS] 2024/11/06 - 15:03:48 | batch update finished 
[SYS] 2024/11/06 - 15:03:58 | batch update started 
[SYS] 2024/11/06 - 15:03:58 | batch update finished 
[SYS] 2024/11/06 - 15:04:08 | batch update started 
[SYS] 2024/11/06 - 15:04:08 | batch update finished 
[SYS] 2024/11/06 - 15:04:18 | batch update started 
[SYS] 2024/11/06 - 15:04:18 | batch update finished 
[SYS] 2024/11/06 - 15:04:28 | batch update started 
[SYS] 2024/11/06 - 15:04:28 | batch update finished 
[SYS] 2024/11/06 - 15:04:38 | batch update started 
[SYS] 2024/11/06 - 15:04:38 | batch update finished 
[SYS] 2024/11/06 - 15:04:48 | batch update started 
[SYS] 2024/11/06 - 15:04:48 | batch update finished 
[SYS] 2024/11/06 - 15:04:58 | batch update started 
[SYS] 2024/11/06 - 15:04:58 | batch update finished 
[SYS] 2024/11/06 - 15:05:08 | batch update started 
[SYS] 2024/11/06 - 15:05:08 | batch update finished 
[SYS] 2024/11/06 - 15:05:18 | batch update started 
[SYS] 2024/11/06 - 15:05:18 | batch update finished 
[SYS] 2024/11/06 - 15:05:28 | batch update started 
[SYS] 2024/11/06 - 15:05:28 | batch update finished 
[SYS] 2024/11/06 - 15:05:38 | batch update started 
[SYS] 2024/11/06 - 15:05:38 | batch update finished 
[SYS] 2024/11/06 - 15:05:48 | batch update started 
[SYS] 2024/11/06 - 15:05:48 | batch update finished 
[SYS] 2024/11/06 - 15:05:58 | batch update started 
[SYS] 2024/11/06 - 15:05:58 | batch update finished 
[SYS] 2024/11/06 - 15:06:08 | batch update started 
[SYS] 2024/11/06 - 15:06:08 | batch update finished 
[SYS] 2024/11/06 - 15:06:18 | batch update started 
[SYS] 2024/11/06 - 15:06:18 | batch update finished 
[SYS] 2024/11/06 - 15:06:28 | batch update started 
[SYS] 2024/11/06 - 15:06:28 | batch update finished 
[SYS] 2024/11/06 - 15:06:38 | batch update started 
[SYS] 2024/11/06 - 15:06:38 | batch update finished 
[SYS] 2024/11/06 - 15:06:48 | batch update started 
[SYS] 2024/11/06 - 15:06:48 | batch update finished 
[SYS] 2024/11/06 - 15:06:58 | batch update started 
[SYS] 2024/11/06 - 15:06:58 | batch update finished 
[SYS] 2024/11/06 - 15:07:08 | batch update started 
[SYS] 2024/11/06 - 15:07:08 | batch update finished 
[SYS] 2024/11/06 - 15:07:18 | batch update started 
[SYS] 2024/11/06 - 15:07:18 | batch update finished 
[SYS] 2024/11/06 - 15:07:28 | batch update started 
[SYS] 2024/11/06 - 15:07:28 | batch update finished 
[SYS] 2024/11/06 - 15:07:38 | batch update started 
[SYS] 2024/11/06 - 15:07:38 | batch update finished 
[SYS] 2024/11/06 - 15:07:48 | batch update started 
[SYS] 2024/11/06 - 15:07:48 | batch update finished 
[SYS] 2024/11/06 - 15:07:58 | batch update started 
[SYS] 2024/11/06 - 15:07:58 | batch update finished 
[SYS] 2024/11/06 - 15:08:08 | batch update started 
[SYS] 2024/11/06 - 15:08:08 | batch update finished 
[SYS] 2024/11/06 - 15:08:17 | syncing channels from database 
[SYS] 2024/11/06 - 15:08:17 | syncing options from database 
[SYS] 2024/11/06 - 15:08:17 | channels synced from database 
[SYS] 2024/11/06 - 15:08:18 | batch update started 
[SYS] 2024/11/06 - 15:08:18 | batch update finished 
[SYS] 2024/11/06 - 15:08:28 | batch update started 
[SYS] 2024/11/06 - 15:08:28 | batch update finished 
