[SYS] 2024/10/27 - 06:18:00 | One API v0.6.7 started 
[SYS] 2024/10/27 - 06:21:37 | batch update started 
[SYS] 2024/10/27 - 06:21:37 | batch update finished 
[SYS] 2024/10/27 - 06:21:41 | model ratio not found: glm-4-plus 
[INFO] 2024/10/27 - 06:21:41 | 2024102706214110650567644591480 | user 1 has enough quota 499999999977620, trusted and no need to pre-consume 
[SYS] 2024/10/27 - 06:21:47 | batch update started 
[SYS] 2024/10/27 - 06:21:47 | batch update finished 
[SYS] 2024/10/27 - 06:21:57 | batch update started 
[SYS] 2024/10/27 - 06:21:57 | batch update finished 
[SYS] 2024/10/27 - 06:22:07 | batch update started 
[SYS] 2024/10/27 - 06:22:07 | batch update finished 
[SYS] 2024/10/27 - 06:22:17 | batch update started 
[SYS] 2024/10/27 - 06:22:17 | batch update finished 
[SYS] 2024/10/27 - 06:22:27 | batch update started 
[SYS] 2024/10/27 - 06:22:27 | batch update finished 
[SYS] 2024/10/27 - 06:22:37 | batch update started 
[SYS] 2024/10/27 - 06:22:37 | batch update finished 
[SYS] 2024/10/27 - 06:22:38 | model ratio not found: glm-4-plus 
[INFO] 2024/10/27 - 06:22:38 | 2024102706223818750370784803751 | user 1 has enough quota 499999999977620, trusted and no need to pre-consume 
[GIN] 2024/10/27 - 06:22:39 | 2024102706223818750370784803751 | 200 |  1.472466222s |      172.18.0.4 |    POST /v1/chat/completions
[INFO] 2024/10/27 - 06:22:39 | 2024102706223818750370784803751 | record consume log: userId=1, channelId=1, promptTokens=608, completionTokens=29, modelName=glm-4-plus, tokenName=MyModel, quota=19110, content=模型倍率 30.00，分组倍率 1.00，补全倍率 1.00 
[SYS] 2024/10/27 - 06:22:47 | batch update started 
[SYS] 2024/10/27 - 06:22:47 | batch update finished 
[SYS] 2024/10/27 - 06:22:57 | batch update started 
[SYS] 2024/10/27 - 06:22:57 | batch update finished 
[SYS] 2024/10/27 - 06:23:07 | batch update started 
[SYS] 2024/10/27 - 06:23:07 | batch update finished 
[SYS] 2024/10/27 - 06:23:17 | batch update started 
[SYS] 2024/10/27 - 06:23:17 | batch update finished 
[SYS] 2024/10/27 - 06:23:27 | batch update started 
[SYS] 2024/10/27 - 06:23:27 | batch update finished 
[SYS] 2024/10/27 - 06:23:37 | batch update started 
[SYS] 2024/10/27 - 06:23:37 | batch update finished 
[GIN] 2024/10/27 - 06:23:37 | 2024102706214110650567644591480 | 200 | 1m56.492900352s |      172.18.0.4 |    POST /v1/chat/completions
[ERR] 2024/10/27 - 06:23:37 | 2024102706214110650567644591480 | usage is nil, which is unexpected 
[SYS] 2024/10/27 - 06:23:42 | model ratio not found: glm-4-plus 
[INFO] 2024/10/27 - 06:23:42 | 2024102706234213240166868581808 | user 1 has enough quota 499999999958510, trusted and no need to pre-consume 
[GIN] 2024/10/27 - 06:23:46 | 2024102706234213240166868581808 | 200 |   4.23726816s |      172.18.0.4 |    POST /v1/chat/completions
[INFO] 2024/10/27 - 06:23:46 | 2024102706234213240166868581808 | record consume log: userId=1, channelId=1, promptTokens=2029, completionTokens=88, modelName=glm-4-plus, tokenName=MyModel, quota=63510, content=模型倍率 30.00，分组倍率 1.00，补全倍率 1.00 
[SYS] 2024/10/27 - 06:23:47 | batch update started 
[SYS] 2024/10/27 - 06:23:47 | batch update finished 
[SYS] 2024/10/27 - 06:23:57 | batch update started 
[SYS] 2024/10/27 - 06:23:57 | batch update finished 
[SYS] 2024/10/27 - 06:24:07 | batch update started 
[SYS] 2024/10/27 - 06:24:07 | batch update finished 
[SYS] 2024/10/27 - 06:24:17 | batch update started 
[SYS] 2024/10/27 - 06:24:17 | batch update finished 
[SYS] 2024/10/27 - 06:24:27 | batch update started 
[SYS] 2024/10/27 - 06:24:27 | batch update finished 
[SYS] 2024/10/27 - 06:24:37 | batch update started 
[SYS] 2024/10/27 - 06:24:37 | batch update finished 
[SYS] 2024/10/27 - 06:24:47 | batch update started 
[SYS] 2024/10/27 - 06:24:47 | batch update finished 
[SYS] 2024/10/27 - 06:24:52 | model ratio not found: glm-4-plus 
[INFO] 2024/10/27 - 06:24:52 | 2024102706245244353480951508614 | user 1 has enough quota 499999999895000, trusted and no need to pre-consume 
[SYS] 2024/10/27 - 06:24:57 | batch update started 
[SYS] 2024/10/27 - 06:24:57 | batch update finished 
[GIN] 2024/10/27 - 06:25:00 | 2024102706245244353480951508614 | 200 |  7.943823499s |      172.18.0.4 |    POST /v1/chat/completions
[INFO] 2024/10/27 - 06:25:00 | 2024102706245244353480951508614 | record consume log: userId=1, channelId=1, promptTokens=3492, completionTokens=170, modelName=glm-4-plus, tokenName=MyModel, quota=109860, content=模型倍率 30.00，分组倍率 1.00，补全倍率 1.00 
[SYS] 2024/10/27 - 06:25:07 | batch update started 
[SYS] 2024/10/27 - 06:25:07 | batch update finished 
[SYS] 2024/10/27 - 06:25:17 | batch update started 
[SYS] 2024/10/27 - 06:25:17 | batch update finished 
[SYS] 2024/10/27 - 06:25:27 | batch update started 
[SYS] 2024/10/27 - 06:25:27 | batch update finished 
[SYS] 2024/10/27 - 06:25:37 | batch update started 
[SYS] 2024/10/27 - 06:25:37 | batch update finished 
[SYS] 2024/10/27 - 06:25:47 | batch update started 
[SYS] 2024/10/27 - 06:25:47 | batch update finished 
[SYS] 2024/10/27 - 06:25:57 | batch update started 
[SYS] 2024/10/27 - 06:25:57 | batch update finished 
[SYS] 2024/10/27 - 06:26:07 | batch update started 
[SYS] 2024/10/27 - 06:26:07 | batch update finished 
[SYS] 2024/10/27 - 06:26:17 | batch update started 
[SYS] 2024/10/27 - 06:26:17 | batch update finished 
[SYS] 2024/10/27 - 06:26:27 | batch update started 
[SYS] 2024/10/27 - 06:26:27 | batch update finished 
[SYS] 2024/10/27 - 06:26:37 | batch update started 
[SYS] 2024/10/27 - 06:26:37 | batch update finished 
[SYS] 2024/10/27 - 06:26:47 | batch update started 
[SYS] 2024/10/27 - 06:26:47 | batch update finished 
[SYS] 2024/10/27 - 06:26:57 | batch update started 
[SYS] 2024/10/27 - 06:26:57 | batch update finished 
[SYS] 2024/10/27 - 06:27:07 | batch update started 
[SYS] 2024/10/27 - 06:27:07 | batch update finished 
[SYS] 2024/10/27 - 06:27:17 | batch update started 
[SYS] 2024/10/27 - 06:27:17 | batch update finished 
[SYS] 2024/10/27 - 06:27:27 | batch update started 
[SYS] 2024/10/27 - 06:27:27 | batch update finished 
[SYS] 2024/10/27 - 06:27:37 | batch update started 
[SYS] 2024/10/27 - 06:27:37 | batch update finished 
[SYS] 2024/10/27 - 06:27:47 | batch update started 
[SYS] 2024/10/27 - 06:27:47 | batch update finished 
[SYS] 2024/10/27 - 06:27:57 | batch update started 
[SYS] 2024/10/27 - 06:27:57 | batch update finished 
[SYS] 2024/10/27 - 06:28:07 | syncing channels from database 
[SYS] 2024/10/27 - 06:28:07 | syncing options from database 
[SYS] 2024/10/27 - 06:28:07 | channels synced from database 
[SYS] 2024/10/27 - 06:28:07 | batch update started 
[SYS] 2024/10/27 - 06:28:07 | batch update finished 
[SYS] 2024/10/27 - 06:28:13 | model ratio not found: glm-4-plus 
[INFO] 2024/10/27 - 06:28:13 | 2024102706281312593181747921816 | user 1 has enough quota 499999999785140, trusted and no need to pre-consume 
[GIN] 2024/10/27 - 06:28:14 | 2024102706281312593181747921816 | 200 |  1.279122395s |      172.18.0.4 |    POST /v1/chat/completions
[INFO] 2024/10/27 - 06:28:14 | 2024102706281312593181747921816 | record consume log: userId=1, channelId=1, promptTokens=1924, completionTokens=10, modelName=glm-4-plus, tokenName=MyModel, quota=58020, content=模型倍率 30.00，分组倍率 1.00，补全倍率 1.00 
[SYS] 2024/10/27 - 06:28:17 | batch update started 
[SYS] 2024/10/27 - 06:28:17 | batch update finished 
[SYS] 2024/10/27 - 06:28:27 | batch update started 
[SYS] 2024/10/27 - 06:28:27 | batch update finished 
[SYS] 2024/10/27 - 06:28:37 | batch update started 
[SYS] 2024/10/27 - 06:28:37 | batch update finished 
[SYS] 2024/10/27 - 06:28:47 | batch update started 
[SYS] 2024/10/27 - 06:28:47 | batch update finished 
[SYS] 2024/10/27 - 06:28:57 | batch update started 
[SYS] 2024/10/27 - 06:28:57 | batch update finished 
[SYS] 2024/10/27 - 06:29:04 | model ratio not found: glm-4-plus 
[INFO] 2024/10/27 - 06:29:04 | 2024102706290433128127561077893 | user 1 has enough quota 499999999727120, trusted and no need to pre-consume 
[GIN] 2024/10/27 - 06:29:05 | 2024102706290433128127561077893 | 200 |  1.593149358s |      172.18.0.4 |    POST /v1/chat/completions
[INFO] 2024/10/27 - 06:29:05 | 2024102706290433128127561077893 | record consume log: userId=1, channelId=1, promptTokens=2394, completionTokens=11, modelName=glm-4-plus, tokenName=MyModel, quota=72150, content=模型倍率 30.00，分组倍率 1.00，补全倍率 1.00 
[SYS] 2024/10/27 - 06:29:07 | batch update started 
[SYS] 2024/10/27 - 06:29:07 | batch update finished 
[SYS] 2024/10/27 - 06:29:17 | batch update started 
[SYS] 2024/10/27 - 06:29:17 | batch update finished 
[SYS] 2024/10/27 - 06:29:27 | batch update started 
[SYS] 2024/10/27 - 06:29:27 | batch update finished 
[SYS] 2024/10/27 - 06:29:37 | batch update started 
[SYS] 2024/10/27 - 06:29:37 | batch update finished 
[SYS] 2024/10/27 - 06:29:47 | batch update started 
[SYS] 2024/10/27 - 06:29:47 | batch update finished 
[SYS] 2024/10/27 - 06:29:57 | batch update started 
[SYS] 2024/10/27 - 06:29:57 | batch update finished 
[SYS] 2024/10/27 - 06:30:07 | batch update started 
[SYS] 2024/10/27 - 06:30:07 | batch update finished 
[SYS] 2024/10/27 - 06:30:17 | batch update started 
[SYS] 2024/10/27 - 06:30:17 | batch update finished 
[SYS] 2024/10/27 - 06:30:27 | batch update started 
[SYS] 2024/10/27 - 06:30:27 | batch update finished 
[SYS] 2024/10/27 - 06:30:37 | batch update started 
[SYS] 2024/10/27 - 06:30:37 | batch update finished 
[SYS] 2024/10/27 - 06:30:47 | batch update started 
[SYS] 2024/10/27 - 06:30:47 | batch update finished 
[SYS] 2024/10/27 - 06:30:57 | batch update started 
[SYS] 2024/10/27 - 06:30:57 | batch update finished 
[SYS] 2024/10/27 - 06:31:07 | batch update started 
[SYS] 2024/10/27 - 06:31:07 | batch update finished 
[SYS] 2024/10/27 - 06:31:17 | batch update started 
[SYS] 2024/10/27 - 06:31:17 | batch update finished 
[SYS] 2024/10/27 - 06:31:27 | batch update started 
[SYS] 2024/10/27 - 06:31:27 | batch update finished 
[SYS] 2024/10/27 - 06:31:37 | batch update started 
[SYS] 2024/10/27 - 06:31:37 | batch update finished 
[SYS] 2024/10/27 - 06:31:47 | batch update started 
[SYS] 2024/10/27 - 06:31:47 | batch update finished 
[SYS] 2024/10/27 - 06:31:57 | batch update started 
[SYS] 2024/10/27 - 06:31:57 | batch update finished 
[SYS] 2024/10/27 - 06:32:07 | batch update started 
[SYS] 2024/10/27 - 06:32:07 | batch update finished 
[SYS] 2024/10/27 - 06:32:17 | batch update started 
[SYS] 2024/10/27 - 06:32:17 | batch update finished 
[SYS] 2024/10/27 - 06:32:27 | batch update started 
[SYS] 2024/10/27 - 06:32:27 | batch update finished 
[SYS] 2024/10/27 - 06:32:37 | batch update started 
[SYS] 2024/10/27 - 06:32:37 | batch update finished 
[SYS] 2024/10/27 - 06:32:47 | batch update started 
[SYS] 2024/10/27 - 06:32:47 | batch update finished 
[SYS] 2024/10/27 - 06:32:57 | batch update started 
[SYS] 2024/10/27 - 06:32:57 | batch update finished 
[SYS] 2024/10/27 - 06:33:07 | batch update started 
[SYS] 2024/10/27 - 06:33:07 | batch update finished 
[SYS] 2024/10/27 - 06:33:17 | batch update started 
[SYS] 2024/10/27 - 06:33:17 | batch update finished 
[SYS] 2024/10/27 - 06:33:27 | batch update started 
[SYS] 2024/10/27 - 06:33:27 | batch update finished 
[SYS] 2024/10/27 - 06:33:37 | batch update started 
[SYS] 2024/10/27 - 06:33:37 | batch update finished 
[SYS] 2024/10/27 - 06:33:47 | batch update started 
[SYS] 2024/10/27 - 06:33:47 | batch update finished 
[SYS] 2024/10/27 - 06:33:57 | batch update started 
[SYS] 2024/10/27 - 06:33:57 | batch update finished 
[SYS] 2024/10/27 - 06:34:07 | batch update started 
[SYS] 2024/10/27 - 06:34:07 | batch update finished 
[SYS] 2024/10/27 - 06:34:18 | batch update started 
[SYS] 2024/10/27 - 06:34:18 | batch update finished 
[SYS] 2024/10/27 - 06:34:28 | batch update started 
[SYS] 2024/10/27 - 06:34:28 | batch update finished 
[SYS] 2024/10/27 - 06:34:38 | batch update started 
[SYS] 2024/10/27 - 06:34:38 | batch update finished 
[SYS] 2024/10/27 - 06:34:48 | batch update started 
[SYS] 2024/10/27 - 06:34:48 | batch update finished 
[SYS] 2024/10/27 - 06:34:58 | batch update started 
[SYS] 2024/10/27 - 06:34:58 | batch update finished 
[SYS] 2024/10/27 - 06:35:08 | batch update started 
[SYS] 2024/10/27 - 06:35:08 | batch update finished 
[SYS] 2024/10/27 - 06:35:18 | batch update started 
[SYS] 2024/10/27 - 06:35:18 | batch update finished 
[SYS] 2024/10/27 - 06:35:28 | batch update started 
[SYS] 2024/10/27 - 06:35:28 | batch update finished 
[SYS] 2024/10/27 - 06:35:38 | batch update started 
[SYS] 2024/10/27 - 06:35:38 | batch update finished 
[SYS] 2024/10/27 - 06:35:48 | batch update started 
[SYS] 2024/10/27 - 06:35:48 | batch update finished 
[SYS] 2024/10/27 - 06:35:58 | batch update started 
[SYS] 2024/10/27 - 06:35:58 | batch update finished 
[SYS] 2024/10/27 - 06:36:08 | batch update started 
[SYS] 2024/10/27 - 06:36:08 | batch update finished 
[SYS] 2024/10/27 - 06:36:18 | batch update started 
[SYS] 2024/10/27 - 06:36:18 | batch update finished 
[SYS] 2024/10/27 - 06:36:28 | batch update started 
[SYS] 2024/10/27 - 06:36:28 | batch update finished 
[SYS] 2024/10/27 - 06:36:38 | batch update started 
[SYS] 2024/10/27 - 06:36:38 | batch update finished 
[SYS] 2024/10/27 - 06:36:48 | batch update started 
[SYS] 2024/10/27 - 06:36:48 | batch update finished 
[SYS] 2024/10/27 - 06:36:58 | batch update started 
[SYS] 2024/10/27 - 06:36:58 | batch update finished 
[SYS] 2024/10/27 - 06:37:08 | batch update started 
[SYS] 2024/10/27 - 06:37:08 | batch update finished 
[SYS] 2024/10/27 - 06:37:18 | batch update started 
[SYS] 2024/10/27 - 06:37:18 | batch update finished 
[SYS] 2024/10/27 - 06:37:28 | batch update started 
[SYS] 2024/10/27 - 06:37:28 | batch update finished 
[SYS] 2024/10/27 - 06:37:38 | batch update started 
[SYS] 2024/10/27 - 06:37:38 | batch update finished 
[SYS] 2024/10/27 - 06:37:48 | batch update started 
[SYS] 2024/10/27 - 06:37:48 | batch update finished 
[SYS] 2024/10/27 - 06:37:58 | batch update started 
[SYS] 2024/10/27 - 06:37:58 | batch update finished 
[SYS] 2024/10/27 - 06:38:07 | syncing channels from database 
[SYS] 2024/10/27 - 06:38:07 | syncing options from database 
[SYS] 2024/10/27 - 06:38:07 | channels synced from database 
[SYS] 2024/10/27 - 06:38:08 | batch update started 
[SYS] 2024/10/27 - 06:38:08 | batch update finished 
[SYS] 2024/10/27 - 06:38:18 | batch update started 
[SYS] 2024/10/27 - 06:38:18 | batch update finished 
[SYS] 2024/10/27 - 06:38:28 | batch update started 
[SYS] 2024/10/27 - 06:38:28 | batch update finished 
[SYS] 2024/10/27 - 06:38:38 | batch update started 
[SYS] 2024/10/27 - 06:38:38 | batch update finished 
[SYS] 2024/10/27 - 06:38:48 | batch update started 
[SYS] 2024/10/27 - 06:38:48 | batch update finished 
[SYS] 2024/10/27 - 06:38:58 | batch update started 
[SYS] 2024/10/27 - 06:38:58 | batch update finished 
[SYS] 2024/10/27 - 06:39:08 | batch update started 
[SYS] 2024/10/27 - 06:39:08 | batch update finished 
[SYS] 2024/10/27 - 06:39:18 | batch update started 
[SYS] 2024/10/27 - 06:39:18 | batch update finished 
[SYS] 2024/10/27 - 06:39:28 | batch update started 
[SYS] 2024/10/27 - 06:39:28 | batch update finished 
[SYS] 2024/10/27 - 06:39:38 | batch update started 
[SYS] 2024/10/27 - 06:39:38 | batch update finished 
[SYS] 2024/10/27 - 06:39:48 | batch update started 
[SYS] 2024/10/27 - 06:39:48 | batch update finished 
[SYS] 2024/10/27 - 06:39:58 | batch update started 
[SYS] 2024/10/27 - 06:39:58 | batch update finished 
[SYS] 2024/10/27 - 06:40:08 | batch update started 
[SYS] 2024/10/27 - 06:40:08 | batch update finished 
[SYS] 2024/10/27 - 06:40:18 | batch update started 
[SYS] 2024/10/27 - 06:40:18 | batch update finished 
[SYS] 2024/10/27 - 06:40:28 | batch update started 
[SYS] 2024/10/27 - 06:40:28 | batch update finished 
[SYS] 2024/10/27 - 06:40:38 | batch update started 
[SYS] 2024/10/27 - 06:40:38 | batch update finished 
[SYS] 2024/10/27 - 06:40:48 | batch update started 
[SYS] 2024/10/27 - 06:40:48 | batch update finished 
[SYS] 2024/10/27 - 06:40:58 | batch update started 
[SYS] 2024/10/27 - 06:40:58 | batch update finished 
[SYS] 2024/10/27 - 06:41:08 | batch update started 
[SYS] 2024/10/27 - 06:41:08 | batch update finished 
[SYS] 2024/10/27 - 06:41:18 | batch update started 
[SYS] 2024/10/27 - 06:41:18 | batch update finished 
[SYS] 2024/10/27 - 06:41:28 | batch update started 
[SYS] 2024/10/27 - 06:41:28 | batch update finished 
[SYS] 2024/10/27 - 06:41:38 | batch update started 
[SYS] 2024/10/27 - 06:41:38 | batch update finished 
[SYS] 2024/10/27 - 06:41:48 | batch update started 
[SYS] 2024/10/27 - 06:41:48 | batch update finished 
[SYS] 2024/10/27 - 06:41:58 | batch update started 
[SYS] 2024/10/27 - 06:41:58 | batch update finished 
[SYS] 2024/10/27 - 06:42:08 | batch update started 
[SYS] 2024/10/27 - 06:42:08 | batch update finished 
[SYS] 2024/10/27 - 06:42:18 | batch update started 
[SYS] 2024/10/27 - 06:42:18 | batch update finished 
[SYS] 2024/10/27 - 06:42:28 | batch update started 
[SYS] 2024/10/27 - 06:42:28 | batch update finished 
[SYS] 2024/10/27 - 06:42:38 | batch update started 
[SYS] 2024/10/27 - 06:42:38 | batch update finished 
[SYS] 2024/10/27 - 06:42:48 | batch update started 
[SYS] 2024/10/27 - 06:42:48 | batch update finished 
[SYS] 2024/10/27 - 06:42:58 | batch update started 
[SYS] 2024/10/27 - 06:42:58 | batch update finished 
[SYS] 2024/10/27 - 06:43:08 | batch update started 
[SYS] 2024/10/27 - 06:43:08 | batch update finished 
[SYS] 2024/10/27 - 06:43:18 | batch update started 
[SYS] 2024/10/27 - 06:43:18 | batch update finished 
[SYS] 2024/10/27 - 06:43:28 | batch update started 
[SYS] 2024/10/27 - 06:43:28 | batch update finished 
[SYS] 2024/10/27 - 06:43:38 | batch update started 
[SYS] 2024/10/27 - 06:43:38 | batch update finished 
[SYS] 2024/10/27 - 06:43:48 | batch update started 
[SYS] 2024/10/27 - 06:43:48 | batch update finished 
[SYS] 2024/10/27 - 06:43:58 | batch update started 
[SYS] 2024/10/27 - 06:43:58 | batch update finished 
[SYS] 2024/10/27 - 06:44:08 | batch update started 
[SYS] 2024/10/27 - 06:44:08 | batch update finished 
[SYS] 2024/10/27 - 06:44:18 | batch update started 
[SYS] 2024/10/27 - 06:44:18 | batch update finished 
[SYS] 2024/10/27 - 06:44:28 | batch update started 
[SYS] 2024/10/27 - 06:44:28 | batch update finished 
[SYS] 2024/10/27 - 06:44:38 | batch update started 
[SYS] 2024/10/27 - 06:44:38 | batch update finished 
[SYS] 2024/10/27 - 06:44:48 | batch update started 
[SYS] 2024/10/27 - 06:44:48 | batch update finished 
[SYS] 2024/10/27 - 06:44:58 | batch update started 
[SYS] 2024/10/27 - 06:44:58 | batch update finished 
[SYS] 2024/10/27 - 06:45:08 | batch update started 
[SYS] 2024/10/27 - 06:45:08 | batch update finished 
[SYS] 2024/10/27 - 06:45:18 | batch update started 
[SYS] 2024/10/27 - 06:45:18 | batch update finished 
[SYS] 2024/10/27 - 06:45:28 | batch update started 
[SYS] 2024/10/27 - 06:45:28 | batch update finished 
[SYS] 2024/10/27 - 06:45:38 | batch update started 
[SYS] 2024/10/27 - 06:45:38 | batch update finished 
[SYS] 2024/10/27 - 06:45:48 | batch update started 
[SYS] 2024/10/27 - 06:45:48 | batch update finished 
[SYS] 2024/10/27 - 06:45:58 | batch update started 
[SYS] 2024/10/27 - 06:45:58 | batch update finished 
[SYS] 2024/10/27 - 06:46:08 | batch update started 
[SYS] 2024/10/27 - 06:46:08 | batch update finished 
[SYS] 2024/10/27 - 06:46:18 | batch update started 
[SYS] 2024/10/27 - 06:46:18 | batch update finished 
[SYS] 2024/10/27 - 06:46:28 | batch update started 
[SYS] 2024/10/27 - 06:46:28 | batch update finished 
[SYS] 2024/10/27 - 06:46:38 | batch update started 
[SYS] 2024/10/27 - 06:46:38 | batch update finished 
[SYS] 2024/10/27 - 06:46:48 | batch update started 
[SYS] 2024/10/27 - 06:46:48 | batch update finished 
[SYS] 2024/10/27 - 06:46:58 | batch update started 
[SYS] 2024/10/27 - 06:46:58 | batch update finished 
[SYS] 2024/10/27 - 06:47:08 | batch update started 
[SYS] 2024/10/27 - 06:47:08 | batch update finished 
[SYS] 2024/10/27 - 06:47:18 | batch update started 
[SYS] 2024/10/27 - 06:47:18 | batch update finished 
[SYS] 2024/10/27 - 06:47:28 | batch update started 
[SYS] 2024/10/27 - 06:47:28 | batch update finished 
[SYS] 2024/10/27 - 06:47:38 | batch update started 
[SYS] 2024/10/27 - 06:47:38 | batch update finished 
[SYS] 2024/10/27 - 06:47:48 | batch update started 
[SYS] 2024/10/27 - 06:47:48 | batch update finished 
[SYS] 2024/10/27 - 06:47:58 | batch update started 
[SYS] 2024/10/27 - 06:47:58 | batch update finished 
[SYS] 2024/10/27 - 06:48:07 | syncing options from database 
[SYS] 2024/10/27 - 06:48:07 | syncing channels from database 
[SYS] 2024/10/27 - 06:48:07 | channels synced from database 
[SYS] 2024/10/27 - 06:48:08 | batch update started 
[SYS] 2024/10/27 - 06:48:08 | batch update finished 
[SYS] 2024/10/27 - 06:48:18 | batch update started 
[SYS] 2024/10/27 - 06:48:18 | batch update finished 
[SYS] 2024/10/27 - 06:48:28 | batch update started 
[SYS] 2024/10/27 - 06:48:28 | batch update finished 
[SYS] 2024/10/27 - 06:48:38 | batch update started 
[SYS] 2024/10/27 - 06:48:38 | batch update finished 
[SYS] 2024/10/27 - 06:48:48 | batch update started 
[SYS] 2024/10/27 - 06:48:48 | batch update finished 
[SYS] 2024/10/27 - 06:48:58 | batch update started 
[SYS] 2024/10/27 - 06:48:58 | batch update finished 
[SYS] 2024/10/27 - 06:49:08 | batch update started 
[SYS] 2024/10/27 - 06:49:08 | batch update finished 
[SYS] 2024/10/27 - 06:49:18 | batch update started 
[SYS] 2024/10/27 - 06:49:18 | batch update finished 
[SYS] 2024/10/27 - 06:49:28 | batch update started 
[SYS] 2024/10/27 - 06:49:28 | batch update finished 
[SYS] 2024/10/27 - 06:49:38 | batch update started 
[SYS] 2024/10/27 - 06:49:38 | batch update finished 
[SYS] 2024/10/27 - 06:49:48 | batch update started 
[SYS] 2024/10/27 - 06:49:48 | batch update finished 
[SYS] 2024/10/27 - 06:49:58 | batch update started 
[SYS] 2024/10/27 - 06:49:58 | batch update finished 
[SYS] 2024/10/27 - 06:50:08 | batch update started 
