[SYS] 2024/10/23 - 12:20:19 | One API v0.6.7 started 
[SYS] 2024/10/23 - 12:24:14 | batch update started 
[SYS] 2024/10/23 - 12:24:14 | batch update finished 
[SYS] 2024/10/23 - 12:24:24 | batch update started 
[SYS] 2024/10/23 - 12:24:24 | batch update finished 
[GIN] 2024/10/23 - 12:24:34 | 2024102312243447496710539293644 | 200 |     5.00782ms |    192.168.65.1 |     GET /
[GIN] 2024/10/23 - 12:24:34 | 2024102312243452300294217880692 | 200 |   39.108243ms |    192.168.65.1 |     GET /static/css/main.54631fc9.css
[GIN] 2024/10/23 - 12:24:34 | 2024102312243451203710977464823 | 200 |    53.26117ms |    192.168.65.1 |     GET /static/js/main.6bc79654.js
[SYS] 2024/10/23 - 12:24:34 | batch update started 
[SYS] 2024/10/23 - 12:24:34 | batch update finished 
[GIN] 2024/10/23 - 12:24:35 | 2024102312243557117282973761298 | 200 |     951.367µs |    192.168.65.1 |     GET /static/js/832.ab3d9d10.chunk.js
[GIN] 2024/10/23 - 12:24:35 | 2024102312243557817989379066549 | 200 |     248.539µs |    192.168.65.1 |     GET /logo.png
[GIN] 2024/10/23 - 12:24:35 | 2024102312243563554186963480020 | 200 |    1.020197ms |    192.168.65.1 |     GET /api/status
[GIN] 2024/10/23 - 12:24:35 | 2024102312243563530803257064783 | 200 |    4.447936ms |    192.168.65.1 |     GET /static/media/icons.38c6d8bab26db77d8c80.woff2
[GIN] 2024/10/23 - 12:24:35 | 2024102312243563623215725987782 | 200 |   10.168757ms |    192.168.65.1 |     GET /api/home_page_content
[GIN] 2024/10/23 - 12:24:35 | 2024102312243563617355557547257 | 200 |   10.264009ms |    192.168.65.1 |     GET /api/notice
[SYS] 2024/10/23 - 12:24:44 | batch update started 
[SYS] 2024/10/23 - 12:24:44 | batch update finished 
[SYS] 2024/10/23 - 12:24:54 | batch update started 
[SYS] 2024/10/23 - 12:24:54 | batch update finished 
[SYS] 2024/10/23 - 12:25:04 | batch update started 
[SYS] 2024/10/23 - 12:25:04 | batch update finished 
[SYS] 2024/10/23 - 12:25:14 | batch update started 
[SYS] 2024/10/23 - 12:25:14 | batch update finished 
[SYS] 2024/10/23 - 12:25:24 | batch update started 
[SYS] 2024/10/23 - 12:25:24 | batch update finished 
[SYS] 2024/10/23 - 12:25:34 | batch update started 
[SYS] 2024/10/23 - 12:25:34 | batch update finished 
[SYS] 2024/10/23 - 12:25:44 | batch update started 
[SYS] 2024/10/23 - 12:25:44 | batch update finished 
[SYS] 2024/10/23 - 12:25:54 | batch update started 
[SYS] 2024/10/23 - 12:25:54 | batch update finished 
[SYS] 2024/10/23 - 12:26:04 | batch update started 
[SYS] 2024/10/23 - 12:26:04 | batch update finished 
[SYS] 2024/10/23 - 12:26:14 | batch update started 
[SYS] 2024/10/23 - 12:26:14 | batch update finished 
[SYS] 2024/10/23 - 12:26:24 | batch update started 
[SYS] 2024/10/23 - 12:26:24 | batch update finished 
[SYS] 2024/10/23 - 12:26:34 | batch update started 
[SYS] 2024/10/23 - 12:26:34 | batch update finished 
[SYS] 2024/10/23 - 12:26:44 | batch update started 
[SYS] 2024/10/23 - 12:26:44 | batch update finished 
[SYS] 2024/10/23 - 12:26:54 | batch update started 
[SYS] 2024/10/23 - 12:26:54 | batch update finished 
[SYS] 2024/10/23 - 12:27:04 | batch update started 
[SYS] 2024/10/23 - 12:27:04 | batch update finished 
[SYS] 2024/10/23 - 12:27:14 | batch update started 
[SYS] 2024/10/23 - 12:27:14 | batch update finished 
[SYS] 2024/10/23 - 12:27:24 | batch update started 
[SYS] 2024/10/23 - 12:27:24 | batch update finished 
[SYS] 2024/10/23 - 12:27:34 | batch update started 
[SYS] 2024/10/23 - 12:27:34 | batch update finished 
[SYS] 2024/10/23 - 12:27:44 | batch update started 
[SYS] 2024/10/23 - 12:27:44 | batch update finished 
[SYS] 2024/10/23 - 12:27:54 | batch update started 
[SYS] 2024/10/23 - 12:27:54 | batch update finished 
[GIN] 2024/10/23 - 12:28:02 | 2024102312280246899149281654199 | 200 |   103.51419ms |    192.168.65.1 |    POST /api/user/register?turnstile=
[SYS] 2024/10/23 - 12:28:04 | batch update started 
[SYS] 2024/10/23 - 12:28:04 | batch update finished 
[GIN] 2024/10/23 - 12:28:13 | 2024102312281318877225146179498 | 200 |    7.826297ms |    192.168.65.1 |    POST /api/user/login
[SYS] 2024/10/23 - 12:28:14 | batch update started 
[SYS] 2024/10/23 - 12:28:14 | batch update finished 
[SYS] 2024/10/23 - 12:28:24 | batch update started 
[SYS] 2024/10/23 - 12:28:24 | batch update finished 
[SYS] 2024/10/23 - 12:28:34 | batch update started 
[SYS] 2024/10/23 - 12:28:34 | batch update finished 
[SYS] 2024/10/23 - 12:28:44 | batch update started 
[SYS] 2024/10/23 - 12:28:44 | batch update finished 
[GIN] 2024/10/23 - 12:28:49 | 2024102312284936726401995703365 | 200 |    92.08836ms |    192.168.65.1 |    POST /api/user/login
[GIN] 2024/10/23 - 12:28:49 | 2024102312284953466157751705387 | 200 |    9.890057ms |    192.168.65.1 |     GET /api/token/?p=0&order=
[SYS] 2024/10/23 - 12:28:54 | batch update started 
[SYS] 2024/10/23 - 12:28:54 | batch update finished 
[SYS] 2024/10/23 - 12:29:04 | batch update started 
[SYS] 2024/10/23 - 12:29:04 | batch update finished 
[SYS] 2024/10/23 - 12:29:14 | batch update started 
[SYS] 2024/10/23 - 12:29:14 | batch update finished 
[SYS] 2024/10/23 - 12:29:24 | batch update started 
[SYS] 2024/10/23 - 12:29:24 | batch update finished 
[SYS] 2024/10/23 - 12:29:34 | batch update started 
[SYS] 2024/10/23 - 12:29:34 | batch update finished 
[SYS] 2024/10/23 - 12:29:44 | batch update started 
[SYS] 2024/10/23 - 12:29:44 | batch update finished 
[SYS] 2024/10/23 - 12:29:54 | batch update started 
[SYS] 2024/10/23 - 12:29:54 | batch update finished 
[SYS] 2024/10/23 - 12:30:04 | batch update started 
[SYS] 2024/10/23 - 12:30:04 | batch update finished 
[GIN] 2024/10/23 - 12:30:10 | 202410231230103955426898542671 | 200 |    8.972305ms |    192.168.65.1 |     GET /api/user/available_models
[SYS] 2024/10/23 - 12:30:14 | batch update started 
[SYS] 2024/10/23 - 12:30:14 | batch update finished 
[SYS] 2024/10/23 - 12:30:24 | batch update started 
[SYS] 2024/10/23 - 12:30:24 | batch update finished 
[SYS] 2024/10/23 - 12:30:34 | batch update started 
[SYS] 2024/10/23 - 12:30:34 | batch update finished 
[SYS] 2024/10/23 - 12:30:44 | batch update started 
[SYS] 2024/10/23 - 12:30:44 | batch update finished 
[SYS] 2024/10/23 - 12:30:54 | batch update started 
[SYS] 2024/10/23 - 12:30:54 | batch update finished 
[SYS] 2024/10/23 - 12:31:04 | syncing channels from database 
[SYS] 2024/10/23 - 12:31:04 | syncing options from database 
[SYS] 2024/10/23 - 12:31:04 | channels synced from database 
[SYS] 2024/10/23 - 12:31:04 | batch update started 
[SYS] 2024/10/23 - 12:31:04 | batch update finished 
[SYS] 2024/10/23 - 12:31:14 | batch update started 
[SYS] 2024/10/23 - 12:31:14 | batch update finished 
[SYS] 2024/10/23 - 12:31:24 | batch update started 
[SYS] 2024/10/23 - 12:31:24 | batch update finished 
[SYS] 2024/10/23 - 12:31:34 | batch update started 
[SYS] 2024/10/23 - 12:31:34 | batch update finished 
[SYS] 2024/10/23 - 12:31:44 | batch update started 
[SYS] 2024/10/23 - 12:31:44 | batch update finished 
[GIN] 2024/10/23 - 12:31:46 | 202410231231467017287840567989 | 200 |     327.292µs |    192.168.65.1 |     GET /api/notice
[GIN] 2024/10/23 - 12:31:46 | 202410231231467336764581651695 | 200 |     152.805µs |    192.168.65.1 |     GET /api/home_page_content
[GIN] 2024/10/23 - 12:31:48 | 2024102312314820213885706484963 | 200 |    2.091969ms |    192.168.65.1 |     GET /api/token/?p=0&order=
[SYS] 2024/10/23 - 12:31:54 | batch update started 
[SYS] 2024/10/23 - 12:31:54 | batch update finished 
[GIN] 2024/10/23 - 12:32:03 | 2024102312320311279522431389433 | 200 |    2.392928ms |    192.168.65.1 |     GET /api/user/self
[GIN] 2024/10/23 - 12:32:04 | 2024102312320468597342960998367 | 200 |    4.356929ms |    192.168.65.1 |     GET /api/token/?p=0&order=
[SYS] 2024/10/23 - 12:32:04 | batch update started 
[SYS] 2024/10/23 - 12:32:04 | batch update finished 
[SYS] 2024/10/23 - 12:32:14 | batch update started 
[SYS] 2024/10/23 - 12:32:14 | batch update finished 
[SYS] 2024/10/23 - 12:32:24 | batch update started 
[SYS] 2024/10/23 - 12:32:24 | batch update finished 
[GIN] 2024/10/23 - 12:32:25 | 2024102312322543611147335161776 | 200 |     189.586µs |    192.168.65.1 |     GET /api/notice
[GIN] 2024/10/23 - 12:32:25 | 2024102312322543942851206456109 | 200 |      118.76µs |    192.168.65.1 |     GET /api/home_page_content
[GIN] 2024/10/23 - 12:32:28 | 2024102312322826985219730955343 | 200 |    1.340005ms |    192.168.65.1 |     GET /api/token/?p=0&order=
[GIN] 2024/10/23 - 12:32:34 | 2024102312323462020366917324081 | 200 |    2.419864ms |    192.168.65.1 |     GET /api/log/self?p=0&type=0&token_name=&model_name=&start_timestamp=0&end_timestamp=1729690354
[SYS] 2024/10/23 - 12:32:34 | batch update started 
[SYS] 2024/10/23 - 12:32:34 | batch update finished 
[GIN] 2024/10/23 - 12:32:35 | 2024102312323555823792553982376 | 200 |    2.002708ms |    192.168.65.1 |     GET /api/user/self
[GIN] 2024/10/23 - 12:32:39 | 2024102312323968378588038643676 | 200 |     188.839µs |    192.168.65.1 |     GET /api/notice
[GIN] 2024/10/23 - 12:32:39 | 2024102312323968615323752287720 | 200 |     100.076µs |    192.168.65.1 |     GET /api/home_page_content
[GIN] 2024/10/23 - 12:32:40 | 2024102312324028536499438519577 | 200 |    1.510268ms |    192.168.65.1 |     GET /api/token/?p=0&order=
[GIN] 2024/10/23 - 12:32:42 | 2024102312324286549849396996735 | 200 |    4.186437ms |    192.168.65.1 |     GET /api/user/available_models
[SYS] 2024/10/23 - 12:32:44 | batch update started 
[SYS] 2024/10/23 - 12:32:44 | batch update finished 
[SYS] 2024/10/23 - 12:32:54 | batch update started 
[SYS] 2024/10/23 - 12:32:54 | batch update finished 
[GIN] 2024/10/23 - 12:33:03 | 2024102312330375264207075064904 | 200 |    1.158842ms |    192.168.65.1 |     GET /api/token/?p=0&order=
[SYS] 2024/10/23 - 12:33:04 | batch update started 
[SYS] 2024/10/23 - 12:33:04 | batch update finished 
[GIN] 2024/10/23 - 12:33:06 | 2024102312330650893626805114071 | 200 |    6.805356ms |    192.168.65.1 |     GET /api/token/2
[GIN] 2024/10/23 - 12:33:06 | 2024102312330650972438633663415 | 200 |    7.618257ms |    192.168.65.1 |     GET /api/user/available_models
[GIN] 2024/10/23 - 12:33:08 | 2024102312330851371443467436382 | 200 |    1.576742ms |    192.168.65.1 |     GET /api/token/?p=0&order=
[SYS] 2024/10/23 - 12:33:14 | batch update started 
[SYS] 2024/10/23 - 12:33:14 | batch update finished 
[SYS] 2024/10/23 - 12:33:24 | batch update started 
[SYS] 2024/10/23 - 12:33:24 | batch update finished 
[SYS] 2024/10/23 - 12:33:34 | batch update started 
[SYS] 2024/10/23 - 12:33:34 | batch update finished 
[SYS] 2024/10/23 - 12:33:44 | batch update started 
[SYS] 2024/10/23 - 12:33:44 | batch update finished 
[SYS] 2024/10/23 - 12:33:54 | batch update started 
[SYS] 2024/10/23 - 12:33:54 | batch update finished 
[SYS] 2024/10/23 - 12:34:04 | batch update started 
[SYS] 2024/10/23 - 12:34:04 | batch update finished 
[SYS] 2024/10/23 - 12:34:14 | batch update started 
[SYS] 2024/10/23 - 12:34:14 | batch update finished 
[GIN] 2024/10/23 - 12:34:20 | 2024102312342023731413154294526 | 200 |     290.761µs |    192.168.65.1 |     GET /api/user/logout
[SYS] 2024/10/23 - 12:34:24 | batch update started 
[SYS] 2024/10/23 - 12:34:24 | batch update finished 
[GIN] 2024/10/23 - 12:34:30 | 2024102312342995062293062680137 | 200 |    99.97153ms |    192.168.65.1 |    POST /api/user/login
[GIN] 2024/10/23 - 12:34:30 | 2024102312343011561775619696422 | 200 |    1.670548ms |    192.168.65.1 |     GET /api/user/self
[SYS] 2024/10/23 - 12:34:34 | batch update started 
[SYS] 2024/10/23 - 12:34:34 | batch update finished 
[GIN] 2024/10/23 - 12:34:43 | 2024102312344364067413405743312 | 200 |   88.376748ms |    192.168.65.1 |    POST /api/user/login
[GIN] 2024/10/23 - 12:34:43 | 2024102312344374932359533328067 | 200 |    1.360324ms |    192.168.65.1 |     GET /api/user/self
[SYS] 2024/10/23 - 12:34:44 | batch update started 
[SYS] 2024/10/23 - 12:34:44 | batch update finished 
[GIN] 2024/10/23 - 12:34:50 | 2024102312345036762125459866184 | 200 |   95.811769ms |    192.168.65.1 |     PUT /api/user/self
[SYS] 2024/10/23 - 12:34:55 | batch update started 
[SYS] 2024/10/23 - 12:34:55 | batch update finished 
[GIN] 2024/10/23 - 12:35:03 | 2024102312350362450404523383530 | 200 |   93.236113ms |    192.168.65.1 |     PUT /api/user/self
[SYS] 2024/10/23 - 12:35:05 | batch update started 
[SYS] 2024/10/23 - 12:35:05 | batch update finished 
[GIN] 2024/10/23 - 12:35:06 | 2024102312350648236160468353105 | 200 |     102.546µs |    192.168.65.1 |     GET /api/notice
[GIN] 2024/10/23 - 12:35:06 | 2024102312350652202874658672314 | 200 |     103.471µs |    192.168.65.1 |     GET /api/home_page_content
[GIN] 2024/10/23 - 12:35:07 | 2024102312350726021278783956757 | 200 |    1.927066ms |    192.168.65.1 |     GET /api/channel/?p=0
[GIN] 2024/10/23 - 12:35:07 | 2024102312350727301656945661179 | 200 |    2.136463ms |    192.168.65.1 |     GET /api/models
[GIN] 2024/10/23 - 12:35:11 | 202410231235115271627512021764 | 200 |      314.96µs |    192.168.65.1 |     GET /api/group/
[GIN] 2024/10/23 - 12:35:11 | 202410231235115183924837300200 | 200 |    2.933305ms |    192.168.65.1 |     GET /api/channel/models
[SYS] 2024/10/23 - 12:35:15 | batch update started 
[SYS] 2024/10/23 - 12:35:15 | batch update finished 
[SYS] 2024/10/23 - 12:35:25 | batch update started 
[SYS] 2024/10/23 - 12:35:25 | batch update finished 
[SYS] 2024/10/23 - 12:35:35 | batch update started 
[SYS] 2024/10/23 - 12:35:35 | batch update finished 
[SYS] 2024/10/23 - 12:35:45 | batch update started 
[SYS] 2024/10/23 - 12:35:45 | batch update finished 
[SYS] 2024/10/23 - 12:35:55 | batch update started 
[SYS] 2024/10/23 - 12:35:55 | batch update finished 
[SYS] 2024/10/23 - 12:36:05 | batch update started 
[SYS] 2024/10/23 - 12:36:05 | batch update finished 
[SYS] 2024/10/23 - 12:36:15 | batch update started 
[SYS] 2024/10/23 - 12:36:15 | batch update finished 
[SYS] 2024/10/23 - 12:36:25 | batch update started 
[SYS] 2024/10/23 - 12:36:25 | batch update finished 
[SYS] 2024/10/23 - 12:36:35 | batch update started 
[SYS] 2024/10/23 - 12:36:35 | batch update finished 
[SYS] 2024/10/23 - 12:36:45 | batch update started 
[SYS] 2024/10/23 - 12:36:45 | batch update finished 
[SYS] 2024/10/23 - 12:36:55 | batch update started 
[SYS] 2024/10/23 - 12:36:55 | batch update finished 
[SYS] 2024/10/23 - 12:37:05 | batch update started 
[SYS] 2024/10/23 - 12:37:05 | batch update finished 
[SYS] 2024/10/23 - 12:37:15 | batch update started 
[SYS] 2024/10/23 - 12:37:15 | batch update finished 
[SYS] 2024/10/23 - 12:37:25 | batch update started 
[SYS] 2024/10/23 - 12:37:25 | batch update finished 
[SYS] 2024/10/23 - 12:37:35 | batch update started 
[SYS] 2024/10/23 - 12:37:35 | batch update finished 
[GIN] 2024/10/23 - 12:37:44 | 2024102312374454578156938590320 | 200 |   13.404683ms |    192.168.65.1 |    POST /api/channel/
[SYS] 2024/10/23 - 12:37:45 | batch update started 
[SYS] 2024/10/23 - 12:37:45 | batch update finished 
[GIN] 2024/10/23 - 12:37:47 | 2024102312374711926561983123975 | 200 |    2.017063ms |    192.168.65.1 |     GET /api/channel/?p=0
[GIN] 2024/10/23 - 12:37:47 | 2024102312374712202123686852525 | 200 |    1.067053ms |    192.168.65.1 |     GET /api/models
[SYS] 2024/10/23 - 12:37:55 | batch update started 
[SYS] 2024/10/23 - 12:37:55 | batch update finished 
[GIN] 2024/10/23 - 12:37:59 | 2024102312375988746252588768223 | 200 |    2.115128ms |    192.168.65.1 |     GET /api/channel/test?scope=all
[SYS] 2024/10/23 - 12:37:59 | {"prompt":[{"role":"user","content":"hi"}],"temperature":0.01,"top_p":0.01} 
[SYS] 2024/10/23 - 12:38:02 | testing channel #1, response: 
{"id":"2024102320380095b4fd0aafc64355","model":"chatglm","object":"chat.completion","created":1729687082,"choices":[{"index":0,"message":{"role":"assistant","content":" Hello! How can I help you today? If you have any questions or need assistance, please feel free to ask."},"finish_reason":"stop"}],"usage":{"prompt_tokens":1,"completion_tokens":24,"total_tokens":25}} 
[SYS] 2024/10/23 - 12:38:02 | failed to send email: unknown notify method: all 
[SYS] 2024/10/23 - 12:38:05 | batch update started 
[SYS] 2024/10/23 - 12:38:05 | batch update finished 
[GIN] 2024/10/23 - 12:38:09 | 2024102312380936413709543660051 | 200 |    1.490985ms |    192.168.65.1 |     GET /api/token/?p=0&order=
[SYS] 2024/10/23 - 12:38:15 | batch update started 
[SYS] 2024/10/23 - 12:38:15 | batch update finished 
[GIN] 2024/10/23 - 12:38:16 | 2024102312381641473148821738820 | 200 |    2.688152ms |    192.168.65.1 |     GET /api/user/available_models
[SYS] 2024/10/23 - 12:38:25 | batch update started 
[SYS] 2024/10/23 - 12:38:25 | batch update finished 
[SYS] 2024/10/23 - 12:38:35 | batch update started 
[SYS] 2024/10/23 - 12:38:35 | batch update finished 
[GIN] 2024/10/23 - 12:38:38 | 2024102312383812320748159650875 | 200 |    4.418644ms |    192.168.65.1 |    POST /api/token/
[GIN] 2024/10/23 - 12:38:40 | 2024102312384068093206753243756 | 200 |     886.233µs |    192.168.65.1 |     GET /api/token/?p=0&order=
[SYS] 2024/10/23 - 12:38:45 | batch update started 
[SYS] 2024/10/23 - 12:38:45 | batch update finished 
[SYS] 2024/10/23 - 12:38:55 | batch update started 
[SYS] 2024/10/23 - 12:38:55 | batch update finished 
[SYS] 2024/10/23 - 12:39:05 | batch update started 
[SYS] 2024/10/23 - 12:39:05 | batch update finished 
[SYS] 2024/10/23 - 12:39:15 | batch update started 
[SYS] 2024/10/23 - 12:39:15 | batch update finished 
[SYS] 2024/10/23 - 12:39:25 | batch update started 
[SYS] 2024/10/23 - 12:39:25 | batch update finished 
[SYS] 2024/10/23 - 12:39:35 | batch update started 
[SYS] 2024/10/23 - 12:39:35 | batch update finished 
[SYS] 2024/10/23 - 12:39:45 | batch update started 
[SYS] 2024/10/23 - 12:39:45 | batch update finished 
[SYS] 2024/10/23 - 12:39:55 | batch update started 
[SYS] 2024/10/23 - 12:39:55 | batch update finished 
[SYS] 2024/10/23 - 12:40:05 | batch update started 
[SYS] 2024/10/23 - 12:40:05 | batch update finished 
[SYS] 2024/10/23 - 12:40:15 | batch update started 
[SYS] 2024/10/23 - 12:40:15 | batch update finished 
[SYS] 2024/10/23 - 12:40:25 | batch update started 
[SYS] 2024/10/23 - 12:40:25 | batch update finished 
[SYS] 2024/10/23 - 12:40:35 | batch update started 
[SYS] 2024/10/23 - 12:40:35 | batch update finished 
[SYS] 2024/10/23 - 12:40:45 | batch update started 
[SYS] 2024/10/23 - 12:40:45 | batch update finished 
[SYS] 2024/10/23 - 12:40:55 | batch update started 
[SYS] 2024/10/23 - 12:40:55 | batch update finished 
[SYS] 2024/10/23 - 12:41:04 | syncing options from database 
[SYS] 2024/10/23 - 12:41:04 | syncing channels from database 
[SYS] 2024/10/23 - 12:41:04 | channels synced from database 
[SYS] 2024/10/23 - 12:41:05 | batch update started 
[SYS] 2024/10/23 - 12:41:05 | batch update finished 
[SYS] 2024/10/23 - 12:41:15 | batch update started 
[SYS] 2024/10/23 - 12:41:15 | batch update finished 
[SYS] 2024/10/23 - 12:41:25 | batch update started 
[SYS] 2024/10/23 - 12:41:25 | batch update finished 
[SYS] 2024/10/23 - 12:41:35 | batch update started 
[SYS] 2024/10/23 - 12:41:35 | batch update finished 
[SYS] 2024/10/23 - 12:41:45 | batch update started 
[SYS] 2024/10/23 - 12:41:45 | batch update finished 
[SYS] 2024/10/23 - 12:41:55 | batch update started 
[SYS] 2024/10/23 - 12:41:55 | batch update finished 
[SYS] 2024/10/23 - 12:42:05 | batch update started 
[SYS] 2024/10/23 - 12:42:05 | batch update finished 
[SYS] 2024/10/23 - 12:42:15 | batch update started 
[SYS] 2024/10/23 - 12:42:15 | batch update finished 
[SYS] 2024/10/23 - 12:42:25 | batch update started 
[SYS] 2024/10/23 - 12:42:25 | batch update finished 
[SYS] 2024/10/23 - 12:42:35 | batch update started 
[SYS] 2024/10/23 - 12:42:35 | batch update finished 
[SYS] 2024/10/23 - 12:42:45 | batch update started 
[SYS] 2024/10/23 - 12:42:45 | batch update finished 
[SYS] 2024/10/23 - 12:42:55 | batch update started 
[SYS] 2024/10/23 - 12:42:55 | batch update finished 
[SYS] 2024/10/23 - 12:43:05 | batch update started 
[SYS] 2024/10/23 - 12:43:05 | batch update finished 
[SYS] 2024/10/23 - 12:43:15 | batch update started 
[SYS] 2024/10/23 - 12:43:15 | batch update finished 
[SYS] 2024/10/23 - 12:43:25 | batch update started 
[SYS] 2024/10/23 - 12:43:25 | batch update finished 
[SYS] 2024/10/23 - 12:43:35 | batch update started 
[SYS] 2024/10/23 - 12:43:35 | batch update finished 
[SYS] 2024/10/23 - 12:43:45 | batch update started 
[SYS] 2024/10/23 - 12:43:45 | batch update finished 
[SYS] 2024/10/23 - 12:43:55 | batch update started 
[SYS] 2024/10/23 - 12:43:55 | batch update finished 
